clique	versions
40153	[112893, 294039, 93029, 76010]
17522	[112899, 258377, 217042, 248670]
35373	[112903, 85744, 217456]
41221	[112904, 147363, 180375]
21769	[112906, 292655, 203869]
19494	[112908, 113267, 167842, 204738]
32829	[112911, 187676, 87554]
23862	[112913, 140115, 334094, 199704]
4248	[112915, 279107, 309635]
32660	[112918, 181855, 301576, 289087, 248805, 201454, 67227, 101727]
1837	[112922, 206021]
37803	[112926, 271527, 211527]
12520	[112928, 135477, 224764]
15288	[112931, 285548]
40172	[112933, 311754, 238158, 69156]
33465	[112936, 141927, 85405, 200238]
13727	[112938, 232224, 198614]
19485	[112940, 262836]
39791	[112941, 256210]
37934	[112942, 182810, 78498]
19702	[112943, 276789, 199195, 99875]
28208	[112950, 155217, 228881]
23364	[112957, 117084, 279788, 300796, 193746, 75731]
21169	[112959, 278709]
40366	[112960, 143357]
9870	[112963, 170779, 304062, 215900, 253647]
22776	[112964, 327676]
24851	[112966, 95111]
35666	[112967, 289110, 74946]
23187	[112968, 208834, 255521]
40319	[112973, 274343, 330005, 311812, 189922, 250372, 207682]
14943	[112980, 227804]
33466	[112987, 187509, 194926]
11262	[112988, 261072]
18471	[112992, 96957]
9773	[112997, 164941]
20363	[112998, 133520, 291437, 324172]
38990	[112999, 113814, 233887, 94016]
16507	[113000, 326152]
22588	[113006, 118572, 137388, 321717, 329504, 55785, 249434, 201981]
1910	[113008, 327101]
19399	[113011, 120700, 69677, 123915, 140909, 168441, 158147, 287822, 323243, 325453, 309522, 192590, 250635, 253219, 72524]
17568	[113016, 134948, 149540, 167643, 179313, 297336, 313631, 333225, 196565, 89816, 98111]
37196	[113019, 265485, 322280]
41293	[113039, 281921, 248668, 101294]
6752	[113045, 87051, 209715, 209790]
29934	[113047, 144008, 187980, 158072, 270812, 323625, 244740, 101771]
13678	[113050, 261851]
23444	[113055, 334679]
1965	[113058, 115105, 173937, 175158, 175307, 288978, 311474, 244079, 195132, 210788, 213215, 79120, 96846, 98752, 73472]
33011	[113063, 282038, 102093]
27045	[113077, 257680, 272884, 245907]
21385	[113080, 125678, 136063, 158116, 164320, 298319, 313193, 320419, 332730, 238946, 230257, 232648, 247068, 89138, 90699, 67287, 68764]
39355	[113082, 153715, 260949, 218593]
36310	[113086, 281159, 215289]
2197	[113092, 293587]
23567	[113094, 263397, 188884]
369	[113095, 242514]
1332	[113098, 139995]
38750	[113100, 266153, 73357]
4538	[113103, 123496, 179039, 286071, 335366]
13735	[113109, 185549, 153940, 165532, 302131, 308350, 199024, 200354]
3865	[113112, 272024]
16043	[113117, 177502, 159377, 334218, 57636]
19293	[113122, 221813]
33495	[113123, 128449, 300193]
34519	[113138, 103487]
18393	[113139, 156274, 197588]
21563	[113143, 133346, 276059, 233729]
40522	[113145, 178582, 322891, 55733, 56328]
20353	[113147, 175212, 258409, 265191, 321619, 256928, 72453]
20376	[113148, 120882, 157602, 297820, 320397, 215774]
34316	[113150, 92943]
27074	[113152, 247488]
3918	[113161, 262475]
36930	[113163, 114421, 125690, 144790, 168131, 170719, 170914, 173748, 176758, 284393, 288947, 304515, 311319, 224759, 235069, 57797, 74394]
6802	[113165, 102844]
10735	[113168, 69698, 79159]
27872	[113169, 172283, 263168]
36278	[113171, 310398, 192095]
4583	[113176, 117580, 138623, 185324, 277224, 294159, 307052, 319096, 221289, 198886, 213487, 91542]
5299	[113184, 140919, 298782, 206700, 213377]
20200	[113188, 160526, 308572, 310464, 215999]
5532	[113189, 94991]
18204	[113194, 140638, 233603]
28707	[113206, 189021, 244878]
707	[113210, 310058, 246175]
10116	[113211, 120248, 127724, 147245, 259194, 280120, 280541, 299685, 314679, 316950, 331163]
41396	[113214, 194511, 254526, 59276]
13700	[113217, 312858]
1269	[113222, 155395]
6887	[113228, 161710, 197484]
33373	[113231, 299252, 328274, 240475]
40435	[113232, 316714]
27173	[113240, 120953, 263096, 293208, 316110, 240105, 206916]
26822	[113242, 99928]
30652	[113245, 239646, 90397]
3926	[113247, 78780]
8797	[113252, 126510, 179277, 292124]
9704	[113260, 228775]
18602	[113270, 125770, 173378, 165731]
31088	[113271, 285351, 194860]
24101	[113278, 145952, 227915]
23468	[113279, 147450, 232660]
37503	[113280, 191356, 200094]
20145	[113285, 70522, 234056, 72619]
15541	[113289, 311902, 78845]
34780	[113297, 149477, 260453, 287570, 316020]
25642	[113299, 172817, 179154, 161892, 242586, 242720, 192451, 255729, 58190]
14292	[113314, 301869]
16235	[113315, 125589, 302644, 243339, 58521]
10398	[113317, 125075, 216598, 221553]
15399	[113318, 311297, 219483, 222626, 200644]
4922	[113325, 171846, 175443]
11281	[113330, 86570, 220088]
12847	[113334, 199415]
12751	[113337, 133458, 278856]
21616	[113343, 119209, 126507, 145559]
15410	[113344, 144816, 155766, 160310, 277880, 287395, 316214, 244422, 207331, 215734]
26593	[113351, 292664, 304550]
31868	[113352, 317465]
26658	[113355, 113845, 117164, 132751, 233348, 75531]
482	[113356, 181104, 277598, 219644]
40792	[113369, 153128]
14198	[113370, 284579, 67141, 93630]
19595	[113371, 204632, 209797, 88566, 88629]
8453	[113373, 203091, 203307]
12193	[113375, 91229]
23543	[113384, 283305, 287923, 238327, 221216, 58436]
27452	[113387, 72651]
22232	[113401, 319529, 320753]
25582	[113409, 294697, 214203]
40095	[113412, 172741, 300205]
7190	[113416, 289656]
9954	[113418, 170711, 156720, 293715, 304414, 58314]
5902	[113421, 148963]
28741	[113422, 182504, 85977]
16252	[113428, 242687, 65282]
7107	[113445, 135704, 270967, 56150, 82576, 96734]
9531	[113449, 253680]
26904	[113457, 180349, 192263]
16039	[113461, 181346]
38307	[113466, 320526, 59626]
41149	[113468, 204175]
6362	[113480, 117196, 153121, 325082]
39700	[113485, 140442, 231641]
23766	[113489, 330948, 217222]
23589	[113490, 57708]
19326	[113495, 117573, 324846, 76578, 235586, 235929, 94552]
23272	[113497, 129305, 334506, 216967, 189529]
15831	[113500, 121034, 128911, 267891, 320413, 334427, 87827, 222909, 204352, 206271, 64880, 94057]
3134	[113502, 290344, 228268]
19083	[113503, 293043]
13256	[113510, 322302]
35394	[113511, 61325]
20767	[113512, 299993, 330338]
29515	[113515, 128415, 184574, 185436, 268262]
22965	[113523, 307484, 190990]
18073	[113529, 157641, 290606, 247473]
14668	[113531, 137301, 257520, 275341, 223757, 245242]
12047	[113533, 290245, 290403]
38138	[113534, 121669, 188708]
38410	[113537, 125926, 148528, 267817, 300354]
5228	[113540, 113744, 146064, 149032, 258536, 260447, 277671, 334817, 335427]
29201	[113549, 117280, 128467, 173065, 182867, 289889, 326485, 244428, 250701]
4100	[113551, 179659, 167593]
6168	[113555, 235220]
39044	[113556, 77170]
40817	[113561, 162428]
9648	[113567, 291492, 200240]
8853	[113569, 300512, 225233]
15736	[113576, 238128]
7444	[113583, 259766, 274678, 281567, 94095]
32286	[113588, 134905, 291190, 83470]
21252	[113590, 314722]
14772	[113592, 326052, 237261, 190665, 208433]
4863	[113596, 186981]
21077	[113597, 278674, 98489]
12842	[113601, 160319, 76078]
34632	[113602, 299010]
7407	[113608, 165660, 73759]
40345	[113611, 176903, 262674, 222658, 205103, 254097]
6117	[113620, 294827, 296874, 307584, 217076, 229998, 211063]
11716	[113628, 211324, 93769]
9355	[113629, 160711, 163272, 296007, 82348]
34855	[113633, 314462, 237632, 249194]
11663	[113636, 146944, 155891, 287373, 295565]
27670	[113639, 132327, 312673]
19008	[113640, 73504]
40984	[113663, 173671, 77754]
5142	[113667, 318151, 330040, 190222, 60157]
1796	[113672, 302223]
28812	[113674, 114276, 175868, 272336, 212220, 256722, 67732]
36620	[113679, 114979, 116095, 129140, 180010, 154554, 262098, 321662, 307931, 84133, 93246]
10535	[113681, 76125]
19443	[113684, 297173, 206355]
9201	[113685, 295471]
35383	[113686, 316899]
15649	[113692, 153912, 89516, 69032]
37484	[113694, 116078, 124269, 141298, 146038, 273075, 306423, 194905, 211000]
20012	[113705, 183144, 159031, 76685, 225473, 57680]
4584	[113711, 153931, 265855, 287940, 326724, 228696, 101051, 101272]
10466	[113712, 203672]
21333	[113716, 153527, 253228, 88505]
34190	[113719, 295037, 103529]
18649	[113721, 124505, 133741, 182724, 276800, 303470]
20312	[113722, 297231]
35083	[113723, 275342, 217749]
38255	[113733, 262891]
6958	[113735, 208331, 255399]
38209	[113739, 144109, 293404, 220520]
40528	[113741, 266777, 328485, 60366, 96988]
27693	[113758, 118058, 124217, 138396, 184785, 305013, 219955, 57620, 103057]
19860	[113760, 290912]
40415	[113762, 72576]
15515	[113764, 242134, 212396]
6000	[113765, 303139, 61188]
35189	[113770, 272680]
14184	[113771, 180269, 258683, 314656, 242568, 211835]
6048	[113772, 174082, 155189, 311998, 189554, 246625, 195698, 197190, 197582]
5317	[113781, 115276, 128661, 137828, 279848, 282726, 321868, 221558, 244746]
27577	[113786, 158399, 102059]
28684	[113787, 278648, 282799, 314500, 327193, 332416, 335548, 55588, 86735, 235022, 247061, 208931]
40873	[113791, 180759, 152652, 157964, 277207, 261799, 60549]
19727	[113801, 156044, 317850]
40847	[113804, 189106]
38391	[113810, 184320, 264764, 284265, 332366]
39970	[113812, 179580, 155162]
40424	[113813, 188419, 64822]
20578	[113816, 139728, 125777, 131812, 132872, 168879, 276213, 276699, 298709, 289974, 321245, 78448, 83975, 86557, 237262, 220450, 224016, 245327, 205539, 211494, 60199, 100867, 70876]
41156	[113819, 313061, 226504, 200051, 214307, 68252]
35378	[113821, 133217, 97215]
18238	[113822, 136825]
23447	[113824, 275585]
12864	[113825, 120990, 137603, 322498]
40455	[113826, 118479, 243461]
12556	[113833, 162040]
13815	[113834, 171927]
3357	[113837, 183636, 153068, 236778]
15700	[113839, 195192, 196606]
7989	[113840, 144943, 155471, 84663, 237977, 230909]
4823	[113847, 66589]
12314	[113848, 244208]
11802	[113850, 202211]
21601	[113851, 274697, 288271]
40516	[113856, 127014, 148253, 148877, 186983, 266874, 312922, 86258, 216775, 238945, 231507, 200488, 257270, 60544]
40283	[113859, 276349, 294196]
1140	[113862, 161755]
24171	[113863, 132106, 134473, 137783, 178951, 299124, 317124, 322910, 84216, 87495, 246956, 256626]
7541	[113865, 118548, 136414, 156790, 278894]
37310	[113869, 200199]
13896	[113873, 162074, 85949, 221567, 245204, 205349, 96869]
27127	[113877, 160280, 72031]
4621	[113880, 177977]
28657	[113881, 154887, 202616]
10359	[113882, 138360, 167405, 288087, 220034, 232008, 252218, 72188]
4760	[113884, 142174, 149167, 182600, 184563, 152278, 156616, 269411, 281481, 316280, 329726, 189474, 229963, 246433, 252168]
38404	[113890, 327443]
31540	[113893, 137188, 237106]
16546	[113894, 69685, 204489]
35096	[113896, 138621, 171237]
33385	[113898, 269451, 285859]
13593	[113902, 218808]
39876	[113905, 236141]
8430	[113907, 328070]
25106	[113921, 126953]
25486	[113922, 97784]
28046	[113925, 132516, 314246, 77532, 84286, 222874, 57905, 95806]
39274	[113928, 261825, 193087, 207914]
16256	[113929, 138399, 163686, 83595, 228935]
37525	[113931, 144949, 286850]
6911	[113935, 128365, 174640, 283166, 240076]
38527	[113942, 258374, 72561]
2605	[113944, 138659]
1109	[113949, 191047]
10544	[113950, 56631]
7452	[113951, 283635, 257200]
2503	[113956, 168422]
10051	[113958, 120042]
40892	[113959, 174633, 287230, 77979, 226978]
18537	[113968, 138308, 188868]
35944	[113970, 264495]
8733	[113972, 225344, 205003, 256813]
12835	[113979, 290333, 326811, 103227]
10465	[113981, 320681, 329555, 218569, 192759]
24583	[113983, 173819, 162833, 320729, 229986, 205638, 67539, 75970]
32169	[113987, 334795]
6889	[113989, 88672]
6255	[113992, 216962, 250664, 89104]
6621	[113996, 117384]
24049	[113999, 158038, 233365]
31066	[114000, 264094]
20975	[114008, 133207, 187974, 306236, 249607, 68015, 60541, 74076]
34464	[114010, 133678, 65749]
29497	[114015, 126677, 153341, 227258]
20791	[114016, 327154]
10366	[114021, 165916, 322342]
27832	[114022, 258899]
33410	[114026, 175447, 154785, 259797, 328407, 218383, 190663, 204090, 205809, 210587, 75332]
22523	[114035, 302563]
12363	[114045, 130368, 260849, 55179]
10502	[114053, 275361, 314211, 326793, 309500, 310600, 230416, 230751, 249776, 208683, 251915]
34867	[114060, 247210, 99602]
21471	[114067, 316746, 330643, 312204]
11470	[114075, 281015, 289862]
6999	[114076, 181711, 331365]
20248	[114077, 333394]
41517	[114078, 124876, 258628, 280455]
39277	[114081, 148779, 153400]
4717	[114092, 141027, 146447, 163621, 299008, 289404, 315199, 322554, 310799, 331772, 198144, 200447, 201140]
31055	[114096, 119583, 130383, 319526]
38589	[114106, 137311, 142043, 175303, 238465, 207863]
1571	[114107, 94364, 74853]
4286	[114109, 311617, 332704]
16785	[114110, 137303, 267391, 272268, 275875, 275908, 308002, 309431, 82833, 245482, 73202]
34408	[114111, 143764, 213339]
25868	[114114, 115773]
17208	[114115, 270227]
26894	[114123, 257517, 196215, 72775]
21119	[114124, 289289]
21043	[114125, 195343]
23740	[114126, 151647, 177678]
38348	[114129, 135796, 76814, 218323, 226228]
14865	[114130, 301036]
3145	[114132, 333048, 240265]
8057	[114137, 142459, 167463, 276453, 280423, 283575, 289596, 320092, 329025, 78438, 55193, 254428, 66213, 69426]
2279	[114138, 276962, 102990]
16512	[114139, 86529, 237416, 255770]
34631	[114143, 142062, 166453, 257660, 265759, 319874, 324776, 330151, 101527]
21131	[114145, 290871, 237942, 201585]
28765	[114147, 124588, 139834, 127699, 132817, 163913, 166921, 261594, 299364, 304656, 334078, 231484]
14187	[114162, 255320]
19121	[114164, 260969, 281473, 296460]
26883	[114166, 117192, 176525, 181479, 186274, 316203, 250360]
39820	[114168, 269204, 66574]
38925	[114175, 123948]
18796	[114176, 124838, 255054]
37550	[114182, 124547, 139316, 128287, 137289, 168349, 177903, 280714]
34993	[114189, 227034]
334	[114193, 332058, 232927, 253256]
2287	[114201, 297674]
7683	[114204, 136217, 146329, 284399, 285580, 57046, 245551, 206432, 100982]
2689	[114208, 178635]
18999	[114225, 232527]
1381	[114228, 242948]
15346	[114229, 147582, 294854, 190409, 215264]
704	[114232, 118070, 143456, 164883, 320440, 247921, 193008, 195465, 211738]
2452	[114233, 332770]
14359	[114237, 134161, 134799, 180645, 153580, 282394, 314261, 325693, 331119, 222265, 194527, 250183, 207136, 102826]
3547	[114238, 122762, 146473]
23267	[114240, 142181, 278417]
26372	[114244, 133337, 171684, 270844, 333672, 212993]
13309	[114247, 168035]
21824	[114251, 148550, 161232, 82763, 216610, 240525, 252815, 68284, 68894, 57298, 97565]
3230	[114254, 71841]
32969	[114259, 290054]
37223	[114262, 244175]
36006	[114268, 154793, 66548]
3665	[114270, 160062]
18575	[114275, 179926, 330711]
36428	[114288, 146588, 281852, 302408, 78510, 237875]
6735	[114290, 145763]
9723	[114295, 137045, 319538, 239827, 244187, 209445, 58277]
5650	[114298, 268027, 298088, 330655]
12315	[114299, 130377, 220004]
11594	[114300, 298172]
28633	[114303, 127387, 221214, 66910]
9507	[114304, 146279, 321013, 87269]
28089	[114311, 135174, 275414, 302990]
8083	[114319, 164681, 329126]
8230	[114326, 130054, 287453, 90583]
17250	[114334, 207340]
35153	[114345, 140226, 283416, 68329]
2276	[114350, 278636]
18951	[114354, 261301, 226776, 59434]
3307	[114356, 124026]
14469	[114361, 176877, 269866, 94627, 103611]
36877	[114365, 132272, 187337, 291092]
3863	[114366, 164848, 296585]
10479	[114367, 149834, 277509, 272788, 307188]
32414	[114370, 160333, 265895, 247178]
17311	[114373, 116436, 121055, 142015, 186794, 279540, 265145, 313410, 315257, 317086, 309339, 188934, 227639, 249935, 67613, 58241]
14747	[114375, 263054]
20	[114384, 306503, 211935]
18268	[114386, 121970, 150172, 169526, 156292, 299175, 313588, 74900]
2669	[114388, 257460]
6765	[114391, 219900]
7955	[114393, 58217]
41167	[114396, 168874, 187724, 293636, 290845, 301859]
24455	[114403, 133108, 137091, 173859, 188212, 258640, 275891, 283318, 286606, 292670, 332441, 238859, 191472, 250106, 67687, 103534]
31380	[114406, 164616, 279786, 279863, 280646, 299387, 291022, 304074, 322685, 237246, 234615, 198618, 200983, 203667, 251928, 66771, 67473]
1702	[114417, 202115]
9875	[114423, 196673, 197410, 201511]
35443	[114426, 124577, 132828, 181363, 276476, 288010, 235700, 192371]
2898	[114435, 168856, 258260]
23080	[114438, 124311, 240129]
14907	[114440, 273048, 281707, 290307, 310251, 230844, 236064]
33986	[114446, 315977, 84119, 198414]
18661	[114449, 170602]
6207	[114454, 206225, 210969]
5483	[114456, 139625]
25665	[114457, 126026, 328113]
2546	[114460, 96816]
40883	[114461, 128004, 151761, 74499]
9187	[114464, 147157, 184346, 154660, 279451, 280263, 297099, 223965, 198841]
17754	[114466, 55797, 56036, 215809, 75644]
7266	[114468, 297377, 211023]
35108	[114475, 190809, 98034]
31315	[114477, 145259, 272136, 283254, 233849, 206037, 73585]
10237	[114494, 151714, 207422]
39172	[114496, 264812]
17443	[114502, 142298, 282353, 325362]
33187	[114507, 269460, 256810, 97464]
32888	[114508, 179397, 276231, 302942, 227620]
11679	[114514, 157606, 327527]
28953	[114517, 126422, 135472, 287587, 307444, 83366, 252342]
39474	[114518, 147058, 149854, 161407, 216156, 201678]
721	[114523, 176222]
40233	[114525, 230356, 197419]
32198	[114526, 116022, 125619, 127200, 143101, 145571, 179943, 151945, 166114, 275963, 278888, 287811, 298232, 316620, 307261, 319287, 325022, 329230, 309019, 309624, 56115, 82880, 237171, 242122, 231069, 194804, 203812, 205946, 209218, 210531, 251789, 215505, 254597, 88771, 60397, 103387, 73655]
29961	[114527, 138874, 162276, 271238, 309221, 84095, 103463]
18973	[114528, 183421, 161460, 165475, 262274, 273566, 284274, 304665, 320905, 233134, 190682, 68538, 97885]
10545	[114532, 184767, 232210, 58140]
2792	[114538, 123382, 147294, 147767, 152929, 283372, 323022, 332417, 250461, 88774]
32138	[114541, 291906, 302943, 335952]
35205	[114543, 157306]
5791	[114548, 181571, 312946, 95668]
20189	[114550, 316260, 197229]
36806	[114551, 205503, 74194]
15486	[114556, 195793]
29383	[114565, 293816, 213857, 256016]
30537	[114571, 297128]
23996	[114577, 70420, 169246, 333685, 88268, 240487, 204150, 253378, 254342, 255650, 88745, 65710, 76474]
2071	[114578, 232827]
19955	[114579, 98927]
1057	[114580, 143245, 146804, 261311, 246037, 248873]
7689	[114586, 133583, 156423]
27759	[114590, 171181, 264413]
6064	[114592, 317137]
16052	[114598, 134356, 179753, 260242, 262498, 265019, 305346, 326390, 56514, 225921, 228363, 192941]
33502	[114599, 306011, 334399]
18477	[114605, 130022, 335714, 235153, 256441]
32412	[114606, 180325, 227154, 73421]
34468	[114612, 171063]
1248	[114617, 180113, 156014]
27041	[114621, 128525, 170300, 155542, 265153, 322759, 241115, 242874, 200918, 253513]
